"","p_brand","p_type","p_size","supplier_cnt"
"1948","Brand#42","MEDIUM PLATED STEEL",23,4
"1949","Brand#42","MEDIUM PLATED STEEL",45,4
"1950","Brand#42","PROMO ANODIZED NICKEL",3,4
"1951","Brand#42","PROMO ANODIZED NICKEL",19,4
"1952","Brand#42","PROMO ANODIZED STEEL",49,4
"1953","Brand#42","PROMO BRUSHED COPPER",45,4
"1954","Brand#42","PROMO BRUSHED STEEL",19,4
"1955","Brand#42","PROMO BRUSHED TIN",45,4
"1956","Brand#42","PROMO BURNISHED COPPER",45,4
"1957","Brand#42","PROMO BURNISHED NICKEL",3,4
"1958","Brand#42","PROMO BURNISHED STEEL",9,4
"1959","Brand#42","PROMO BURNISHED TIN",49,4
"1960","Brand#42","PROMO PLATED BRASS",45,4
"1961","Brand#42","PROMO PLATED NICKEL",23,4
"1962","Brand#42","PROMO PLATED STEEL",19,4
"1963","Brand#42","PROMO PLATED STEEL",45,4
"1964","Brand#42","PROMO POLISHED COPPER",36,4
"1965","Brand#42","PROMO POLISHED NICKEL",3,4
"1966","Brand#42","SMALL ANODIZED BRASS",23,4
"1967","Brand#42","SMALL ANODIZED COPPER",14,4
"1968","Brand#42","SMALL ANODIZED COPPER",19,4
"1969","Brand#42","SMALL ANODIZED NICKEL",23,4
"1970","Brand#42","SMALL BRUSHED TIN",49,4
"1971","Brand#42","SMALL BURNISHED BRASS",3,4
"1972","Brand#42","SMALL BURNISHED BRASS",36,4
"1973","Brand#42","SMALL BURNISHED COPPER",9,4
"1974","Brand#42","SMALL BURNISHED NICKEL",9,4
"1975","Brand#42","SMALL BURNISHED TIN",9,4
"1976","Brand#42","SMALL PLATED NICKEL",9,4
"1977","Brand#42","SMALL PLATED TIN",36,4
"1978","Brand#42","SMALL POLISHED BRASS",3,4
"1979","Brand#42","SMALL POLISHED COPPER",36,4
"1980","Brand#42","SMALL POLISHED NICKEL",23,4
"1981","Brand#42","SMALL POLISHED STEEL",49,4
"1982","Brand#42","SMALL POLISHED TIN",3,4
"1983","Brand#42","STANDARD ANODIZED BRASS",49,4
"1984","Brand#42","STANDARD ANODIZED COPPER",49,4
"1985","Brand#42","STANDARD ANODIZED NICKEL",36,4
"1986","Brand#42","STANDARD ANODIZED NICKEL",45,4
"1987","Brand#42","STANDARD BRUSHED NICKEL",23,4
"1988","Brand#42","STANDARD BURNISHED NICKEL",49,4
"1989","Brand#42","STANDARD BURNISHED STEEL",3,4
"1990","Brand#42","STANDARD BURNISHED TIN",19,4
"1991","Brand#42","STANDARD PLATED BRASS",19,4
"1992","Brand#42","STANDARD PLATED COPPER",9,4
"1993","Brand#42","STANDARD PLATED NICKEL",45,4
"1994","Brand#42","STANDARD PLATED STEEL",3,4
"1995","Brand#42","STANDARD POLISHED BRASS",36,4
"1996","Brand#42","STANDARD POLISHED BRASS",45,4
"1997","Brand#42","STANDARD POLISHED COPPER",14,4
"1998","Brand#42","STANDARD POLISHED NICKEL",45,4
"1999","Brand#42","STANDARD POLISHED TIN",9,4
"2000","Brand#42","STANDARD POLISHED TIN",19,4
"2001","Brand#42","STANDARD POLISHED TIN",23,4
"2002","Brand#42","STANDARD POLISHED TIN",36,4
"2003","Brand#43","ECONOMY ANODIZED COPPER",19,4
"2004","Brand#43","ECONOMY ANODIZED COPPER",45,4
"2005","Brand#43","ECONOMY ANODIZED NICKEL",3,4
"2006","Brand#43","ECONOMY ANODIZED NICKEL",49,4
"2007","Brand#43","ECONOMY ANODIZED STEEL",23,4
"2008","Brand#43","ECONOMY ANODIZED TIN",49,4
"2009","Brand#43","ECONOMY BRUSHED BRASS",49,4
"2010","Brand#43","ECONOMY BRUSHED COPPER",45,4
"2011","Brand#43","ECONOMY BRUSHED NICKEL",9,4
"2012","Brand#43","ECONOMY BURNISHED NICKEL",9,4
"2013","Brand#43","ECONOMY BURNISHED TIN",19,4
"2014","Brand#43","ECONOMY PLATED COPPER",36,4
"2015","Brand#43","ECONOMY PLATED STEEL",9,4
"2016","Brand#43","ECONOMY PLATED TIN",14,4
"2017","Brand#43","ECONOMY PLATED TIN",19,4
"2018","Brand#43","ECONOMY PLATED TIN",49,4
"2019","Brand#43","ECONOMY POLISHED COPPER",19,4
"2020","Brand#43","ECONOMY POLISHED NICKEL",36,4
"2021","Brand#43","ECONOMY POLISHED TIN",14,4
"2022","Brand#43","ECONOMY POLISHED TIN",45,4
"2023","Brand#43","LARGE ANODIZED BRASS",14,4
"2024","Brand#43","LARGE ANODIZED BRASS",36,4
"2025","Brand#43","LARGE ANODIZED COPPER",45,4
"2026","Brand#43","LARGE BRUSHED COPPER",3,4
"2027","Brand#43","LARGE BRUSHED NICKEL",14,4
"2028","Brand#43","LARGE BRUSHED NICKEL",19,4
"2029","Brand#43","LARGE BRUSHED NICKEL",45,4
"2030","Brand#43","LARGE BRUSHED NICKEL",49,4
"2031","Brand#43","LARGE BURNISHED COPPER",3,4
"2032","Brand#43","LARGE BURNISHED TIN",23,4
"2033","Brand#43","LARGE BURNISHED TIN",45,4
"2034","Brand#43","LARGE PLATED BRASS",45,4
"2035","Brand#43","LARGE PLATED STEEL",14,4
"2036","Brand#43","LARGE PLATED TIN",36,4
"2037","Brand#43","LARGE PLATED TIN",45,4
"2038","Brand#43","LARGE POLISHED BRASS",9,4
"2039","Brand#43","LARGE POLISHED COPPER",9,4
"2040","Brand#43","LARGE POLISHED COPPER",19,4
"2041","Brand#43","LARGE POLISHED STEEL",14,4
"2042","Brand#43","LARGE POLISHED TIN",45,4
"2043","Brand#43","MEDIUM ANODIZED BRASS",14,4
"2044","Brand#43","MEDIUM ANODIZED COPPER",36,4
"2045","Brand#43","MEDIUM ANODIZED COPPER",49,4
"2046","Brand#43","MEDIUM ANODIZED STEEL",19,4
"2047","Brand#43","MEDIUM ANODIZED STEEL",36,4
"2048","Brand#43","MEDIUM BRUSHED BRASS",9,4
"2049","Brand#43","MEDIUM BRUSHED BRASS",49,4
"2050","Brand#43","MEDIUM BRUSHED COPPER",3,4
"2051","Brand#43","MEDIUM BRUSHED NICKEL",9,4
"2052","Brand#43","MEDIUM BRUSHED STEEL",23,4
"2053","Brand#43","MEDIUM BURNISHED COPPER",14,4
"2054","Brand#43","MEDIUM BURNISHED COPPER",45,4
"2055","Brand#43","MEDIUM BURNISHED TIN",23,4
"2056","Brand#43","MEDIUM PLATED BRASS",3,4
"2057","Brand#43","MEDIUM PLATED COPPER",14,4
"2058","Brand#43","MEDIUM PLATED NICKEL",36,4
"2059","Brand#43","MEDIUM PLATED NICKEL",45,4
"2060","Brand#43","MEDIUM PLATED TIN",49,4
"2061","Brand#43","PROMO ANODIZED NICKEL",45,4
"2062","Brand#43","PROMO ANODIZED TIN",14,4
"2063","Brand#43","PROMO BRUSHED NICKEL",14,4
"2064","Brand#43","PROMO BRUSHED STEEL",14,4
"2065","Brand#43","PROMO BRUSHED TIN",45,4
"2066","Brand#43","PROMO BURNISHED BRASS",49,4
"2067","Brand#43","PROMO BURNISHED NICKEL",9,4
"2068","Brand#43","PROMO BURNISHED STEEL",3,4
"2069","Brand#43","PROMO BURNISHED STEEL",36,4
"2070","Brand#43","PROMO BURNISHED TIN",36,4
"2071","Brand#43","PROMO PLATED BRASS",19,4
"2072","Brand#43","PROMO PLATED COPPER",45,4
"2073","Brand#43","PROMO PLATED COPPER",49,4
"2074","Brand#43","PROMO PLATED TIN",3,4
"2075","Brand#43","PROMO POLISHED BRASS",19,4
"2076","Brand#43","PROMO POLISHED BRASS",23,4
"2077","Brand#43","PROMO POLISHED NICKEL",49,4
"2078","Brand#43","PROMO POLISHED STEEL",14,4
"2079","Brand#43","PROMO POLISHED STEEL",19,4
"2080","Brand#43","PROMO POLISHED STEEL",23,4
"2081","Brand#43","PROMO POLISHED STEEL",36,4
"2082","Brand#43","SMALL ANODIZED BRASS",19,4
"2083","Brand#43","SMALL ANODIZED NICKEL",9,4
"2084","Brand#43","SMALL BRUSHED NICKEL",3,4
"2085","Brand#43","SMALL BRUSHED NICKEL",9,4
"2086","Brand#43","SMALL BURNISHED BRASS",49,4
"2087","Brand#43","SMALL BURNISHED STEEL",23,4
"2088","Brand#43","SMALL PLATED BRASS",14,4
"2089","Brand#43","SMALL PLATED BRASS",36,4
"2090","Brand#43","SMALL PLATED COPPER",23,4
"2091","Brand#43","SMALL PLATED COPPER",49,4
"2092","Brand#43","SMALL PLATED NICKEL",36,4
"2093","Brand#43","SMALL PLATED NICKEL",49,4
"2094","Brand#43","SMALL PLATED STEEL",14,4
"2095","Brand#43","SMALL PLATED TIN",49,4
"2096","Brand#43","SMALL POLISHED STEEL",19,4
"2097","Brand#43","STANDARD ANODIZED BRASS",3,4
"2098","Brand#43","STANDARD ANODIZED COPPER",49,4
"2099","Brand#43","STANDARD ANODIZED NICKEL",14,4
"2100","Brand#43","STANDARD BRUSHED TIN",14,4
"2101","Brand#43","STANDARD BURNISHED BRASS",23,4
"2102","Brand#43","STANDARD BURNISHED STEEL",19,4
"2103","Brand#43","STANDARD BURNISHED STEEL",23,4
"2104","Brand#43","STANDARD PLATED BRASS",9,4
"2105","Brand#43","STANDARD PLATED BRASS",19,4
"2106","Brand#43","STANDARD PLATED BRASS",49,4
"2107","Brand#43","STANDARD PLATED COPPER",36,4
"2108","Brand#43","STANDARD PLATED NICKEL",14,4
"2109","Brand#43","STANDARD PLATED NICKEL",19,4
"2110","Brand#43","STANDARD PLATED TIN",14,4
"2111","Brand#43","STANDARD POLISHED BRASS",23,4
"2112","Brand#43","STANDARD POLISHED TIN",9,4
"2113","Brand#44","ECONOMY ANODIZED BRASS",3,4
"2114","Brand#44","ECONOMY ANODIZED BRASS",45,4
"2115","Brand#44","ECONOMY ANODIZED NICKEL",36,4
"2116","Brand#44","ECONOMY ANODIZED STEEL",19,4
"2117","Brand#44","ECONOMY BRUSHED COPPER",23,4
"2118","Brand#44","ECONOMY BRUSHED TIN",49,4
"2119","Brand#44","ECONOMY BURNISHED COPPER",19,4
"2120","Brand#44","ECONOMY BURNISHED STEEL",45,4
"2121","Brand#44","ECONOMY PLATED STEEL",19,4
"2122","Brand#44","ECONOMY PLATED STEEL",23,4
"2123","Brand#44","ECONOMY PLATED TIN",23,4
"2124","Brand#44","ECONOMY POLISHED BRASS",23,4
"2125","Brand#44","ECONOMY POLISHED COPPER",9,4
"2126","Brand#44","ECONOMY POLISHED COPPER",45,4
"2127","Brand#44","ECONOMY POLISHED NICKEL",14,4
"2128","Brand#44","ECONOMY POLISHED NICKEL",23,4
"2129","Brand#44","ECONOMY POLISHED STEEL",49,4
"2130","Brand#44","ECONOMY POLISHED TIN",23,4
"2131","Brand#44","ECONOMY POLISHED TIN",36,4
"2132","Brand#44","LARGE ANODIZED BRASS",19,4
"2133","Brand#44","LARGE ANODIZED TIN",3,4
"2134","Brand#44","LARGE ANODIZED TIN",14,4
"2135","Brand#44","LARGE BRUSHED TIN",3,4
"2136","Brand#44","LARGE BRUSHED TIN",23,4
"2137","Brand#44","LARGE BURNISHED BRASS",23,4
"2138","Brand#44","LARGE BURNISHED BRASS",49,4
"2139","Brand#44","LARGE BURNISHED COPPER",3,4
"2140","Brand#44","LARGE BURNISHED COPPER",19,4
"2141","Brand#44","LARGE BURNISHED COPPER",36,4
"2142","Brand#44","LARGE BURNISHED TIN",14,4
"2143","Brand#44","LARGE PLATED BRASS",9,4
"2144","Brand#44","LARGE PLATED BRASS",49,4
"2145","Brand#44","LARGE PLATED NICKEL",14,4
"2146","Brand#44","LARGE PLATED STEEL",14,4
"2147","Brand#44","LARGE PLATED TIN",19,4
"2148","Brand#44","LARGE PLATED TIN",23,4
"2149","Brand#44","LARGE POLISHED STEEL",23,4
"2150","Brand#44","LARGE POLISHED STEEL",49,4
"2151","Brand#44","MEDIUM ANODIZED COPPER",45,4
"2152","Brand#44","MEDIUM ANODIZED NICKEL",45,4
"2153","Brand#44","MEDIUM BRUSHED BRASS",49,4
"2154","Brand#44","MEDIUM BRUSHED COPPER",3,4
"2155","Brand#44","MEDIUM BRUSHED COPPER",45,4
"2156","Brand#44","MEDIUM BRUSHED STEEL",19,4
"2157","Brand#44","MEDIUM BRUSHED TIN",49,4
"2158","Brand#44","MEDIUM BURNISHED COPPER",45,4
"2159","Brand#44","MEDIUM BURNISHED NICKEL",23,4
"2160","Brand#44","MEDIUM BURNISHED TIN",23,4
"2161","Brand#44","MEDIUM PLATED COPPER",14,4
"2162","Brand#44","PROMO ANODIZED COPPER",23,4
"2163","Brand#44","PROMO ANODIZED STEEL",36,4
"2164","Brand#44","PROMO BRUSHED COPPER",23,4
"2165","Brand#44","PROMO BRUSHED COPPER",36,4
"2166","Brand#44","PROMO BRUSHED TIN",19,4
"2167","Brand#44","PROMO PLATED BRASS",3,4
"2168","Brand#44","PROMO PLATED COPPER",36,4
"2169","Brand#44","PROMO PLATED STEEL",3,4
"2170","Brand#44","PROMO PLATED STEEL",36,4
"2171","Brand#44","PROMO PLATED STEEL",49,4
"2172","Brand#44","PROMO POLISHED BRASS",3,4
"2173","Brand#44","PROMO POLISHED BRASS",19,4
"2174","Brand#44","PROMO POLISHED COPPER",45,4
"2175","Brand#44","PROMO POLISHED STEEL",36,4
"2176","Brand#44","PROMO POLISHED TIN",9,4
"2177","Brand#44","SMALL ANODIZED COPPER",23,4
"2178","Brand#44","SMALL ANODIZED STEEL",23,4
"2179","Brand#44","SMALL ANODIZED TIN",45,4
"2180","Brand#44","SMALL BRUSHED COPPER",14,4
"2181","Brand#44","SMALL BRUSHED STEEL",45,4
"2182","Brand#44","SMALL BURNISHED COPPER",14,4
"2183","Brand#44","SMALL BURNISHED COPPER",49,4
"2184","Brand#44","SMALL BURNISHED NICKEL",14,4
"2185","Brand#44","SMALL BURNISHED STEEL",23,4
"2186","Brand#44","SMALL BURNISHED TIN",49,4
"2187","Brand#44","SMALL PLATED BRASS",36,4
"2188","Brand#44","SMALL PLATED COPPER",19,4
"2189","Brand#44","SMALL PLATED NICKEL",3,4
"2190","Brand#44","SMALL POLISHED COPPER",3,4
"2191","Brand#44","SMALL POLISHED COPPER",49,4
"2192","Brand#44","SMALL POLISHED STEEL",3,4
"2193","Brand#44","STANDARD ANODIZED BRASS",3,4
"2194","Brand#44","STANDARD ANODIZED COPPER",3,4
"2195","Brand#44","STANDARD ANODIZED NICKEL",3,4
"2196","Brand#44","STANDARD ANODIZED NICKEL",36,4
"2197","Brand#44","STANDARD ANODIZED STEEL",14,4
"2198","Brand#44","STANDARD ANODIZED TIN",3,4
"2199","Brand#44","STANDARD ANODIZED TIN",9,4
"2200","Brand#44","STANDARD ANODIZED TIN",36,4
"2201","Brand#44","STANDARD BRUSHED COPPER",36,4
"2202","Brand#44","STANDARD BRUSHED COPPER",45,4
"2203","Brand#44","STANDARD BRUSHED TIN",9,4
"2204","Brand#44","STANDARD BRUSHED TIN",49,4
"2205","Brand#44","STANDARD BURNISHED COPPER",9,4
"2206","Brand#44","STANDARD BURNISHED STEEL",23,4
"2207","Brand#44","STANDARD PLATED BRASS",14,4
"2208","Brand#44","STANDARD PLATED BRASS",23,4
"2209","Brand#44","STANDARD PLATED BRASS",49,4
"2210","Brand#44","STANDARD PLATED COPPER",14,4
"2211","Brand#44","STANDARD POLISHED NICKEL",19,4
"2212","Brand#44","STANDARD POLISHED TIN",9,4
"2213","Brand#51","ECONOMY ANODIZED BRASS",9,4
"2214","Brand#51","ECONOMY ANODIZED BRASS",23,4
"2215","Brand#51","ECONOMY ANODIZED NICKEL",3,4
"2216","Brand#51","ECONOMY ANODIZED NICKEL",23,4
"2217","Brand#51","ECONOMY ANODIZED STEEL",19,4
"2218","Brand#51","ECONOMY ANODIZED STEEL",23,4
"2219","Brand#51","ECONOMY ANODIZED STEEL",49,4
"2220","Brand#51","ECONOMY BRUSHED BRASS",3,4
"2221","Brand#51","ECONOMY BRUSHED BRASS",49,4
"2222","Brand#51","ECONOMY BRUSHED NICKEL",14,4
"2223","Brand#51","ECONOMY BRUSHED STEEL",45,4
"2224","Brand#51","ECONOMY BRUSHED TIN",36,4
"2225","Brand#51","ECONOMY BURNISHED BRASS",14,4
"2226","Brand#51","ECONOMY BURNISHED COPPER",45,4
"2227","Brand#51","ECONOMY PLATED NICKEL",49,4
"2228","Brand#51","ECONOMY PLATED TIN",36,4
"2229","Brand#51","ECONOMY POLISHED COPPER",9,4
"2230","Brand#51","ECONOMY POLISHED STEEL",14,4
"2231","Brand#51","ECONOMY POLISHED STEEL",49,4
"2232","Brand#51","LARGE ANODIZED COPPER",9,4
"2233","Brand#51","LARGE ANODIZED COPPER",49,4
"2234","Brand#51","LARGE ANODIZED NICKEL",14,4
"2235","Brand#51","LARGE ANODIZED STEEL",36,4
"2236","Brand#51","LARGE BRUSHED NICKEL",3,4
"2237","Brand#51","LARGE BRUSHED NICKEL",9,4
"2238","Brand#51","LARGE BURNISHED BRASS",19,4
"2239","Brand#51","LARGE BURNISHED BRASS",36,4
"2240","Brand#51","LARGE BURNISHED COPPER",14,4
"2241","Brand#51","LARGE BURNISHED NICKEL",14,4
"2242","Brand#51","LARGE PLATED BRASS",36,4
"2243","Brand#51","LARGE POLISHED COPPER",14,4
"2244","Brand#51","LARGE POLISHED NICKEL",23,4
"2245","Brand#51","LARGE POLISHED NICKEL",36,4
"2246","Brand#51","LARGE POLISHED STEEL",19,4
"2247","Brand#51","MEDIUM ANODIZED COPPER",9,4
"2248","Brand#51","MEDIUM ANODIZED STEEL",3,4
"2249","Brand#51","MEDIUM BRUSHED BRASS",36,4
"2250","Brand#51","MEDIUM BRUSHED BRASS",45,4
"2251","Brand#51","MEDIUM BRUSHED STEEL",3,4
"2252","Brand#51","MEDIUM BRUSHED TIN",36,4
"2253","Brand#51","MEDIUM BURNISHED NICKEL",3,4
"2254","Brand#51","MEDIUM BURNISHED NICKEL",36,4
"2255","Brand#51","MEDIUM BURNISHED STEEL",14,4
"2256","Brand#51","MEDIUM BURNISHED TIN",9,4
"2257","Brand#51","MEDIUM PLATED STEEL",19,4
"2258","Brand#51","MEDIUM PLATED TIN",3,4
"2259","Brand#51","PROMO ANODIZED NICKEL",14,4
"2260","Brand#51","PROMO ANODIZED STEEL",23,4
"2261","Brand#51","PROMO ANODIZED TIN",19,4
"2262","Brand#51","PROMO BRUSHED BRASS",23,4
"2263","Brand#51","PROMO BRUSHED COPPER",45,4
"2264","Brand#51","PROMO BRUSHED STEEL",45,4
"2265","Brand#51","PROMO BRUSHED TIN",9,4
"2266","Brand#51","PROMO BURNISHED BRASS",19,4
"2267","Brand#51","PROMO BURNISHED BRASS",23,4
"2268","Brand#51","PROMO BURNISHED NICKEL",14,4
"2269","Brand#51","PROMO PLATED BRASS",3,4
"2270","Brand#51","PROMO PLATED BRASS",23,4
"2271","Brand#51","PROMO PLATED TIN",19,4
"2272","Brand#51","PROMO PLATED TIN",23,4
"2273","Brand#51","PROMO POLISHED BRASS",23,4
"2274","Brand#51","PROMO POLISHED COPPER",9,4
"2275","Brand#51","PROMO POLISHED NICKEL",9,4
"2276","Brand#51","PROMO POLISHED STEEL",49,4
"2277","Brand#51","SMALL ANODIZED STEEL",14,4
"2278","Brand#51","SMALL BRUSHED BRASS",23,4
"2279","Brand#51","SMALL BRUSHED TIN",19,4
"2280","Brand#51","SMALL BURNISHED NICKEL",23,4
"2281","Brand#51","SMALL PLATED COPPER",49,4
"2282","Brand#51","SMALL PLATED NICKEL",3,4
"2283","Brand#51","SMALL PLATED NICKEL",14,4
"2284","Brand#51","SMALL PLATED STEEL",45,4
"2285","Brand#51","SMALL POLISHED NICKEL",14,4
"2286","Brand#51","SMALL POLISHED NICKEL",23,4
"2287","Brand#51","SMALL POLISHED STEEL",3,4
"2288","Brand#51","SMALL POLISHED STEEL",19,4
"2289","Brand#51","SMALL POLISHED STEEL",49,4
"2290","Brand#51","STANDARD ANODIZED NICKEL",3,4
"2291","Brand#51","STANDARD ANODIZED NICKEL",49,4
"2292","Brand#51","STANDARD BRUSHED BRASS",3,4
"2293","Brand#51","STANDARD BRUSHED COPPER",3,4
"2294","Brand#51","STANDARD BRUSHED NICKEL",19,4
"2295","Brand#51","STANDARD BRUSHED STEEL",36,4
"2296","Brand#51","STANDARD BURNISHED COPPER",19,4
"2297","Brand#51","STANDARD BURNISHED NICKEL",49,4
"2298","Brand#51","STANDARD BURNISHED STEEL",23,4
"2299","Brand#51","STANDARD BURNISHED STEEL",36,4
"2300","Brand#51","STANDARD BURNISHED TIN",45,4
"2301","Brand#51","STANDARD PLATED BRASS",36,4
"2302","Brand#51","STANDARD PLATED BRASS",49,4
"2303","Brand#51","STANDARD PLATED COPPER",14,4
"2304","Brand#51","STANDARD PLATED COPPER",23,4
"2305","Brand#51","STANDARD POLISHED BRASS",14,4
"2306","Brand#51","STANDARD POLISHED BRASS",45,4
"2307","Brand#51","STANDARD POLISHED STEEL",36,4
"2308","Brand#51","STANDARD POLISHED STEEL",49,4
"2309","Brand#51","STANDARD POLISHED TIN",45,4
"2310","Brand#52","ECONOMY ANODIZED BRASS",14,4
"2311","Brand#52","ECONOMY ANODIZED BRASS",23,4
"2312","Brand#52","ECONOMY ANODIZED COPPER",36,4
"2313","Brand#52","ECONOMY ANODIZED NICKEL",49,4
"2314","Brand#52","ECONOMY ANODIZED STEEL",19,4
"2315","Brand#52","ECONOMY BRUSHED COPPER",49,4
"2316","Brand#52","ECONOMY BURNISHED BRASS",36,4
"2317","Brand#52","ECONOMY BURNISHED COPPER",19,4
"2318","Brand#52","ECONOMY BURNISHED COPPER",45,4
"2319","Brand#52","ECONOMY BURNISHED NICKEL",19,4
"2320","Brand#52","ECONOMY BURNISHED STEEL",36,4
"2321","Brand#52","ECONOMY PLATED TIN",14,4
"2322","Brand#52","ECONOMY PLATED TIN",23,4
"2323","Brand#52","ECONOMY POLISHED BRASS",23,4
"2324","Brand#52","ECONOMY POLISHED BRASS",45,4
"2325","Brand#52","ECONOMY POLISHED NICKEL",36,4
"2326","Brand#52","ECONOMY POLISHED STEEL",49,4
"2327","Brand#52","LARGE ANODIZED COPPER",14,4
"2328","Brand#52","LARGE ANODIZED NICKEL",3,4
"2329","Brand#52","LARGE ANODIZED NICKEL",45,4
"2330","Brand#52","LARGE ANODIZED TIN",45,4
"2331","Brand#52","LARGE BRUSHED COPPER",19,4
"2332","Brand#52","LARGE BRUSHED NICKEL",3,4
"2333","Brand#52","LARGE BRUSHED NICKEL",19,4
"2334","Brand#52","LARGE BRUSHED NICKEL",23,4
"2335","Brand#52","LARGE BRUSHED STEEL",49,4
"2336","Brand#52","LARGE BRUSHED TIN",14,4
"2337","Brand#52","LARGE BURNISHED NICKEL",9,4
"2338","Brand#52","LARGE BURNISHED TIN",23,4
"2339","Brand#52","LARGE BURNISHED TIN",45,4
"2340","Brand#52","LARGE PLATED BRASS",14,4
"2341","Brand#52","LARGE PLATED COPPER",14,4
"2342","Brand#52","LARGE PLATED COPPER",19,4
"2343","Brand#52","LARGE PLATED NICKEL",45,4
"2344","Brand#52","LARGE PLATED STEEL",9,4
"2345","Brand#52","LARGE PLATED TIN",9,4
"2346","Brand#52","LARGE POLISHED NICKEL",19,4
"2347","Brand#52","LARGE POLISHED NICKEL",23,4
"2348","Brand#52","LARGE POLISHED NICKEL",36,4
"2349","Brand#52","LARGE POLISHED TIN",9,4
"2350","Brand#52","MEDIUM ANODIZED COPPER",36,4
"2351","Brand#52","MEDIUM ANODIZED STEEL",14,4
"2352","Brand#52","MEDIUM ANODIZED TIN",3,4
"2353","Brand#52","MEDIUM ANODIZED TIN",49,4
"2354","Brand#52","MEDIUM BRUSHED COPPER",9,4
"2355","Brand#52","MEDIUM BRUSHED NICKEL",9,4
"2356","Brand#52","MEDIUM BRUSHED STEEL",23,4
"2357","Brand#52","MEDIUM BRUSHED STEEL",49,4
"2358","Brand#52","MEDIUM BURNISHED STEEL",23,4
"2359","Brand#52","MEDIUM BURNISHED TIN",45,4
"2360","Brand#52","MEDIUM BURNISHED TIN",49,4
"2361","Brand#52","MEDIUM PLATED BRASS",36,4
"2362","Brand#52","MEDIUM PLATED STEEL",9,4
"2363","Brand#52","MEDIUM PLATED STEEL",49,4
"2364","Brand#52","MEDIUM PLATED TIN",9,4
"2365","Brand#52","MEDIUM PLATED TIN",49,4
"2366","Brand#52","PROMO ANODIZED BRASS",9,4
"2367","Brand#52","PROMO ANODIZED BRASS",23,4
"2368","Brand#52","PROMO ANODIZED BRASS",36,4
"2369","Brand#52","PROMO ANODIZED NICKEL",45,4
"2370","Brand#52","PROMO ANODIZED STEEL",36,4
"2371","Brand#52","PROMO BRUSHED COPPER",3,4
"2372","Brand#52","PROMO BRUSHED NICKEL",3,4
"2373","Brand#52","PROMO BRUSHED NICKEL",49,4
"2374","Brand#52","PROMO BRUSHED STEEL",14,4
"2375","Brand#52","PROMO BRUSHED TIN",3,4
"2376","Brand#52","PROMO BRUSHED TIN",19,4
"2377","Brand#52","PROMO BRUSHED TIN",36,4
"2378","Brand#52","PROMO BURNISHED COPPER",49,4
"2379","Brand#52","PROMO BURNISHED NICKEL",9,4
"2380","Brand#52","PROMO BURNISHED STEEL",9,4
"2381","Brand#52","PROMO BURNISHED STEEL",23,4
"2382","Brand#52","PROMO BURNISHED TIN",19,4
"2383","Brand#52","PROMO BURNISHED TIN",36,4
"2384","Brand#52","PROMO PLATED BRASS",19,4
"2385","Brand#52","PROMO PLATED BRASS",45,4
"2386","Brand#52","PROMO PLATED BRASS",49,4
"2387","Brand#52","PROMO PLATED COPPER",9,4
"2388","Brand#52","PROMO PLATED NICKEL",3,4
"2389","Brand#52","PROMO PLATED NICKEL",23,4
"2390","Brand#52","PROMO POLISHED NICKEL",14,4
"2391","Brand#52","PROMO POLISHED NICKEL",49,4
"2392","Brand#52","PROMO POLISHED TIN",36,4
"2393","Brand#52","SMALL ANODIZED BRASS",3,4
"2394","Brand#52","SMALL ANODIZED BRASS",14,4
"2395","Brand#52","SMALL ANODIZED COPPER",3,4
"2396","Brand#52","SMALL ANODIZED NICKEL",36,4
"2397","Brand#52","SMALL ANODIZED STEEL",9,4
"2398","Brand#52","SMALL ANODIZED STEEL",19,4
"2399","Brand#52","SMALL BRUSHED NICKEL",19,4
"2400","Brand#52","SMALL BRUSHED STEEL",23,4
"2401","Brand#52","SMALL BRUSHED TIN",14,4
"2402","Brand#52","SMALL BRUSHED TIN",19,4
"2403","Brand#52","SMALL BURNISHED NICKEL",14,4
"2404","Brand#52","SMALL BURNISHED NICKEL",49,4
"2405","Brand#52","SMALL BURNISHED TIN",9,4
"2406","Brand#52","SMALL POLISHED BRASS",36,4
"2407","Brand#52","SMALL POLISHED BRASS",49,4
"2408","Brand#52","SMALL POLISHED TIN",45,4
"2409","Brand#52","STANDARD ANODIZED BRASS",45,4
"2410","Brand#52","STANDARD BRUSHED BRASS",23,4
"2411","Brand#52","STANDARD BRUSHED COPPER",14,4
"2412","Brand#52","STANDARD BRUSHED TIN",36,4
"2413","Brand#52","STANDARD BURNISHED BRASS",49,4
"2414","Brand#52","STANDARD BURNISHED STEEL",19,4
"2415","Brand#52","STANDARD BURNISHED TIN",9,4
"2416","Brand#52","STANDARD BURNISHED TIN",19,4
"2417","Brand#52","STANDARD PLATED NICKEL",36,4
"2418","Brand#52","STANDARD PLATED STEEL",36,4
"2419","Brand#52","STANDARD POLISHED BRASS",36,4
"2420","Brand#52","STANDARD POLISHED COPPER",45,4
"2421","Brand#52","STANDARD POLISHED STEEL",19,4
"2422","Brand#52","STANDARD POLISHED TIN",19,4
"2423","Brand#53","ECONOMY ANODIZED BRASS",45,4
"2424","Brand#53","ECONOMY ANODIZED COPPER",9,4
"2425","Brand#53","ECONOMY ANODIZED NICKEL",3,4
"2426","Brand#53","ECONOMY ANODIZED NICKEL",19,4
